FID,mslink,zona,tp_umidade,distr_umid,temperatur,desc_compl,the_geom
ClimadoBrasil_5000.367,0,Tropical Nordeste Oriental,super-úmido,sem seca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido sem seca",-38.967254991199844 -13.574737779947258
ClimadoBrasil_5000.339,0,Tropical Nordeste Oriental,super-úmido,subseca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido subseca",-37.38372946418476 -11.236293891385811
ClimadoBrasil_5000.340,0,Tropical Nordeste Oriental,super-úmido,subseca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido subseca",-37.35605035328959 -11.358688674399865
ClimadoBrasil_5000.341,0,Tropical Nordeste Oriental,super-úmido,subseca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido subseca",-35.14313523440717 -8.745935480315628
ClimadoBrasil_5000.399,580,Massa d'água,,,,Massa d'água,-57.00789999999999 -1.9769999999999999
ClimadoBrasil_5000.400,572,Massa d'água,,,,Massa d'água,-56.326499999999996 -1.9886
ClimadoBrasil_5000.336,0,Tropical Nordeste Oriental,super-úmido,sem seca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido sem seca",-38.25616858688849 -12.887754410785154
ClimadoBrasil_5000.337,0,Tropical Nordeste Oriental,super-úmido,sem seca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido sem seca",-35.17245972150742 -8.804167773209747
ClimadoBrasil_5000.338,0,Tropical Nordeste Oriental,super-úmido,subseca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido subseca",-38.08034225830624 -12.67813115179043
ClimadoBrasil_5000.401,562,Massa d'água,,,,Massa d'água,-55.4795 -2.0593999999999997
ClimadoBrasil_5000.342,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-37.185844753436676 -11.141497536114352
ClimadoBrasil_5000.343,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-37.86626778282066 -9.14109145562051
ClimadoBrasil_5000.344,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-36.36173929218047 -9.2739123356241
ClimadoBrasil_5000.345,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-34.98342355072495 -8.310799108259085
ClimadoBrasil_5000.346,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-35.755400143030954 -6.929672370426329
ClimadoBrasil_5000.347,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-34.98899416128367 -6.710555293280136
ClimadoBrasil_5000.348,0,Tropical Nordeste Oriental,úmido,1 a 2 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18º C em todos os meses, úmido 1 a 2 meses secos",-34.83247749989463 -7.50970968017409
ClimadoBrasil_5000.349,0,Tropical Nordeste Oriental,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, úmido 3 meses secos",-37.077113291776485 -10.905981779192684
ClimadoBrasil_5000.350,0,Tropical Nordeste Oriental,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, úmido 3 meses secos",-37.2234922273702 -8.684047480097348
ClimadoBrasil_5000.412,576,Massa d'água,,,,Massa d'água,-56.57569999999999 -2.2232
ClimadoBrasil_5000.351,0,Tropical Nordeste Oriental,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, úmido 3 meses secos",-36.46455154345665 -9.204791654842891
ClimadoBrasil_5000.352,0,Tropical Nordeste Oriental,úmido,3 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, úmido 3 meses secos",-34.994112791258 -6.695800819864104
ClimadoBrasil_5000.353,0,Tropical Nordeste Oriental,semi-úmido,4 a 5 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18 ° C em todos os meses, semi-úmido 4 a 5 meses secos",-39.06579360702696 -10.597252553628978
ClimadoBrasil_5000.354,0,Tropical Nordeste Oriental,semi-árido,6 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 6 meses secos",-38.91653771834381 -10.040574588530141
ClimadoBrasil_5000.355,0,Tropical Nordeste Oriental,semi-árido,6 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 6 meses secos",-35.50611836996792 -6.314552562246654
ClimadoBrasil_5000.356,0,Tropical Nordeste Oriental,semi-árido,6 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 6 meses secos",-35.4774573266291 -6.985179651120042
ClimadoBrasil_5000.368,0,Tropical Nordeste Oriental,super-úmido,sem seca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido sem seca",-38.738472099672535 -13.044951028510994
ClimadoBrasil_5000.402,573,Massa d'água,,,,Massa d'água,-56.192299999999996 -2.0974
ClimadoBrasil_5000.403,564,Massa d'água,,,,Massa d'água,-55.7604 -2.1296999999999997
ClimadoBrasil_5000.404,2955,Massa d'água,,,,Massa d'água,-44.4829 -2.0635
ClimadoBrasil_5000.405,563,Massa d'água,,,,Massa d'água,-55.63569999999999 -2.0611999999999995
ClimadoBrasil_5000.357,0,Tropical Nordeste Oriental,semi-árido,7 a 8 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 7 a 8 meses secos",-38.39230318231212 -9.229136249565833
ClimadoBrasil_5000.358,0,Tropical Nordeste Oriental,semi-árido,7 a 8 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 7 a 8 meses secos",-39.02655527797006 -11.113301108262261
ClimadoBrasil_5000.359,0,Tropical Nordeste Oriental,semi-árido,7 a 8 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 7 a 8 meses secos",-35.712697597284446 -7.82329534892172
ClimadoBrasil_5000.360,0,Tropical Nordeste Oriental,semi-árido,9 a 10 meses secos,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, semi-árido 9 a 10 meses secos",-38.80428695476436 -9.788256967635135
ClimadoBrasil_5000.361,0,Tropical Nordeste Oriental,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Nordeste Oriental, subquente - média entre 15 e 18º C em pelo menos 1 mês, úmido 3 meses secos",-37.2234922273702 -8.684047480097348
ClimadoBrasil_5000.362,0,Tropical Nordeste Oriental,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Nordeste Oriental, subquente - média entre 15 e 18º C em pelo menos 1 mês, úmido 3 meses secos",-36.96336103895613 -8.333239676484764
ClimadoBrasil_5000.363,0,Tropical Nordeste Oriental,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Nordeste Oriental, subquente - média entre 15 e 18º C em pelo menos 1 mês, úmido 3 meses secos",-36.95776953204536 -8.408471358932518
ClimadoBrasil_5000.364,0,Tropical Nordeste Oriental,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Nordeste Oriental, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos",-36.70203888012359 -8.63735886464362
ClimadoBrasil_5000.365,0,Tropical Nordeste Oriental,super-úmido,sem seca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido sem seca",-39.029315091016905 -13.5157439468077
ClimadoBrasil_5000.366,0,Tropical Nordeste Oriental,super-úmido,sem seca,quente - média > 18° C em todos os meses,"Tropical Nordeste Oriental, quente - média > 18° C em todos os meses, super-úmido sem seca",-39.03574443372012 -13.424916369274898
ClimadoBrasil_5000.413,622,Massa d'água,,,,Massa d'água,-66.8442 -2.2154
ClimadoBrasil_5000.369,2951,Massa d'água,,,,Massa d'água,-49.3846 7.051799999999999
ClimadoBrasil_5000.383,1473,Massa d'água,,,,Massa d'água,-53.178399999999996 0.3704
ClimadoBrasil_5000.384,1472,Massa d'água,,,,Massa d'água,-53.7587 -0.175
ClimadoBrasil_5000.385,567,Massa d'água,,,,Massa d'água,-56.75999999999999 -0.5259
ClimadoBrasil_5000.386,1235,Massa d'água,,,,Massa d'água,-48.385099999999994 -0.2863
ClimadoBrasil_5000.387,554,Massa d'água,,,,Massa d'água,-49.1646 -0.5806999999999999
ClimadoBrasil_5000.388,617,Massa d'água,,,,Massa d'água,-62.288799999999995 -0.5917
ClimadoBrasil_5000.406,1529,Massa d'água,,,,Massa d'água,-56.275499999999994 -2.1267
ClimadoBrasil_5000.407,575,Massa d'água,,,,Massa d'água,-56.449799999999996 -2.1177
ClimadoBrasil_5000.408,574,Massa d'água,,,,Massa d'água,-56.364599999999996 -2.1811
ClimadoBrasil_5000.409,559,Massa d'água,,,,Massa d'água,-54.6352 -2.1616999999999997
ClimadoBrasil_5000.410,565,Massa d'água,,,,Massa d'água,-55.7934 -2.1673999999999998
ClimadoBrasil_5000.411,558,Massa d'água,,,,Massa d'água,-54.680699999999995 -2.167
ClimadoBrasil_5000.370,2950,Massa d'água,,,,Massa d'água,-51.3572 4.8266
ClimadoBrasil_5000.371,2949,Massa d'água,,,,Massa d'água,-51.49679999999999 4.6677
ClimadoBrasil_5000.372,1487,Massa d'água,,,,Massa d'água,-51.5999 4.4605999999999995
ClimadoBrasil_5000.396,570,Massa d'água,,,,Massa d'água,-55.88709999999999 -1.8947
ClimadoBrasil_5000.397,553,Massa d'água,,,,Massa d'água,-51.3214 -1.6382999999999999
ClimadoBrasil_5000.398,1530,Massa d'água,,,,Massa d'água,-55.933899999999994 -1.9926999999999997
ClimadoBrasil_5000.373,2948,Massa d'água,,,,Massa d'água,-30.243000000000002 4.1704
ClimadoBrasil_5000.564,673,Massa d'água,,,,Massa d'água,-51.0181 -31.081299999999995
ClimadoBrasil_5000.374,1486,Massa d'água,,,,Massa d'água,-51.1588 3.9480999999999997
ClimadoBrasil_5000.375,555,Massa d'água,,,,Massa d'água,-61.04619999999999 1.8629999999999998
ClimadoBrasil_5000.376,542,Massa d'água,,,,Massa d'água,-50.7467 1.4245999999999999
ClimadoBrasil_5000.377,1485,Massa d'água,,,,Massa d'água,-50.410199999999996 1.3504
ClimadoBrasil_5000.378,543,Massa d'água,,,,Massa d'água,-50.105799999999995 1.2013
ClimadoBrasil_5000.379,1477,Massa d'água,,,,Massa d'água,-53.117399999999996 0.6652999999999999
ClimadoBrasil_5000.380,1476,Massa d'água,,,,Massa d'água,-53.141799999999996 0.6243
ClimadoBrasil_5000.381,1475,Massa d'água,,,,Massa d'água,-53.1581 0.5941
ClimadoBrasil_5000.382,1474,Massa d'água,,,,Massa d'água,-53.17059999999999 0.4611999999999999
ClimadoBrasil_5000.389,602,Massa d'água,,,,Massa d'água,-60.4645 -1.2456
ClimadoBrasil_5000.390,568,Massa d'água,,,,Massa d'água,-56.7007 -1.3354
ClimadoBrasil_5000.391,1531,Massa d'água,,,,Massa d'água,-55.968999999999994 -1.4606
ClimadoBrasil_5000.392,2924,Massa d'água,,,,Massa d'água,-45.3022 -1.5082999999999998
ClimadoBrasil_5000.393,623,Massa d'água,,,,Massa d'água,-65.9288 -1.6378999999999997
ClimadoBrasil_5000.565,674,Massa d'água,,,,Massa d'água,-51.122299999999996 -31.3699
ClimadoBrasil_5000.394,569,Massa d'água,,,,Massa d'água,-56.234899999999996 -1.8532999999999997
ClimadoBrasil_5000.395,571,Massa d'água,,,,Massa d'água,-55.7127 -1.8969
ClimadoBrasil_5000.415,561,Massa d'água,,,,Massa d'água,-55.617599999999996 -2.2474999999999996
ClimadoBrasil_5000.416,621,Massa d'água,,,,Massa d'água,-67.0949 -2.2878999999999996
ClimadoBrasil_5000.417,578,Massa d'água,,,,Massa d'água,-56.7127 -2.3569
ClimadoBrasil_5000.418,2954,Massa d'água,,,,Massa d'água,-43.6139 -2.2801
ClimadoBrasil_5000.419,560,Massa d'água,,,,Massa d'água,-54.68039999999999 -2.3205
ClimadoBrasil_5000.420,577,Massa d'água,,,,Massa d'água,-56.608599999999996 -2.3569
ClimadoBrasil_5000.421,556,Massa d'água,,,,Massa d'água,-54.461999999999996 -2.2928
ClimadoBrasil_5000.422,551,Massa d'água,,,,Massa d'água,-45.407799999999995 -2.3457999999999997
ClimadoBrasil_5000.423,552,Massa d'água,,,,Massa d'água,-45.442099999999996 -2.3749999999999996
ClimadoBrasil_5000.439,1553,Massa d'água,,,,Massa d'água,-59.1338 -2.8488999999999995
ClimadoBrasil_5000.440,587,Massa d'água,,,,Massa d'água,-56.662299999999995 -2.9195999999999995
ClimadoBrasil_5000.441,1554,Massa d'água,,,,Massa d'água,-59.696799999999996 -3.1395999999999997
ClimadoBrasil_5000.442,590,Massa d'água,,,,Massa d'água,-57.919999999999995 -3.2055
ClimadoBrasil_5000.443,566,Massa d'água,,,,Massa d'água,-52.2187 -3.2058
ClimadoBrasil_5000.424,2956,Massa d'água,,,,Massa d'água,-44.3553 -2.3343
ClimadoBrasil_5000.425,579,Massa d'água,,,,Massa d'água,-56.318799999999996 -2.3747
ClimadoBrasil_5000.426,2846,Massa d'água,,,,Massa d'água,-65.81819999999999 -2.5469999999999997
ClimadoBrasil_5000.427,581,Massa d'água,,,,Massa d'água,-58.41909999999999 -2.4298999999999995
ClimadoBrasil_5000.428,582,Massa d'água,,,,Massa d'água,-56.997699999999995 -2.6523999999999996
ClimadoBrasil_5000.429,618,Massa d'água,,,,Massa d'água,-64.47439999999999 -2.75
ClimadoBrasil_5000.430,583,Massa d'água,,,,Massa d'água,-57.509100000000004 -2.7802
ClimadoBrasil_5000.431,620,Massa d'água,,,,Massa d'água,-65.9285 -2.82
ClimadoBrasil_5000.432,586,Massa d'água,,,,Massa d'água,-56.9201 -2.7913999999999994
ClimadoBrasil_5000.435,600,Massa d'água,,,,Massa d'água,-58.0259 -2.7678
ClimadoBrasil_5000.436,619,Massa d'água,,,,Massa d'água,-65.16609999999999 -3.0689999999999995
ClimadoBrasil_5000.437,585,Massa d'água,,,,Massa d'água,-57.62379999999999 -3.0423
ClimadoBrasil_5000.438,589,Massa d'água,,,,Massa d'água,-58.068099999999994 -3.0674999999999994
ClimadoBrasil_5000.445,550,Massa d'água,,,,Massa d'água,-45.15689999999999 -3.3132999999999995
ClimadoBrasil_5000.446,614,Massa d'água,,,,Massa d'água,-62.55509999999999 -3.3848
ClimadoBrasil_5000.447,606,Massa d'água,,,,Massa d'água,-61.160799999999995 -3.379
ClimadoBrasil_5000.448,591,Massa d'água,,,,Massa d'água,-57.967999999999996 -3.3754999999999997
ClimadoBrasil_5000.449,616,Massa d'água,,,,Massa d'água,-64.19789999999999 -3.4648
ClimadoBrasil_5000.450,604,Massa d'água,,,,Massa d'água,-60.238 -3.3731999999999998
ClimadoBrasil_5000.451,607,Massa d'água,,,,Massa d'água,-61.456599999999995 -3.51
ClimadoBrasil_5000.452,609,Massa d'água,,,,Massa d'água,-62.491699999999994 -3.6267
ClimadoBrasil_5000.453,615,Massa d'água,,,,Massa d'água,-63.52239999999999 -3.389
ClimadoBrasil_5000.455,603,Massa d'água,,,,Massa d'água,-60.473699999999994 -3.4282
ClimadoBrasil_5000.456,598,Massa d'água,,,,Massa d'água,-59.4787 -3.6544999999999996
ClimadoBrasil_5000.457,597,Massa d'água,,,,Massa d'água,-59.1567 -3.5805999999999996
ClimadoBrasil_5000.458,608,Massa d'água,,,,Massa d'água,-62.66839999999999 -3.6329999999999996
ClimadoBrasil_5000.459,595,Massa d'água,,,,Massa d'água,-58.8423 -3.6708999999999996
ClimadoBrasil_5000.460,588,Massa d'água,,,,Massa d'água,-57.5351 -3.9303999999999997
ClimadoBrasil_5000.461,1346,Massa d'água,,,,Massa d'água,-44.8959 -3.7534
ClimadoBrasil_5000.462,605,Massa d'água,,,,Massa d'água,-59.993399999999994 -3.5734999999999997
ClimadoBrasil_5000.463,547,Massa d'água,,,,Massa d'água,-39.2641 -3.7755999999999994
ClimadoBrasil_5000.464,596,Massa d'água,,,,Massa d'água,-59.1237 -3.8724
ClimadoBrasil_5000.465,594,Massa d'água,,,,Massa d'água,-58.805099999999996 -3.9591
ClimadoBrasil_5000.466,592,Massa d'água,,,,Massa d'água,-57.9366 -3.4875999999999996
ClimadoBrasil_5000.467,601,Massa d'água,,,,Massa d'água,-59.10799999999999 -3.9939999999999998
ClimadoBrasil_5000.468,548,Massa d'água,,,,Massa d'água,-39.514199999999995 -4.1152999999999995
ClimadoBrasil_5000.469,546,Massa d'água,,,,Massa d'água,-38.624399999999994 -4.126799999999999
ClimadoBrasil_5000.470,593,Massa d'água,,,,Massa d'água,-58.2624 -4.1861
ClimadoBrasil_5000.471,544,Massa d'água,,,,Massa d'água,-38.455299999999994 -4.1853
ClimadoBrasil_5000.474,611,Massa d'água,,,,Massa d'água,-62.1461 -4.3919
ClimadoBrasil_5000.475,613,Massa d'água,,,,Massa d'água,-63.1685 -4.410299999999999
ClimadoBrasil_5000.486,634,Massa d'água,,,,Massa d'água,-39.1233 -6.1949
ClimadoBrasil_5000.487,625,Massa d'água,,,,Massa d'água,-62.49999999999999 -6.408499999999999
ClimadoBrasil_5000.476,2947,Massa d'água,,,,Massa d'água,-36.03039999999999 -4.647099999999999
ClimadoBrasil_5000.477,2942,Massa d'água,,,,Massa d'água,-36.184999999999995 -4.893599999999999
ClimadoBrasil_5000.478,545,Massa d'água,,,,Massa d'água,-37.7966 -4.852
ClimadoBrasil_5000.479,612,Massa d'água,,,,Massa d'água,-62.4413 -4.977799999999999
ClimadoBrasil_5000.480,629,Massa d'água,,,,Massa d'água,-60.7222 -5.251499999999999
ClimadoBrasil_5000.481,633,Massa d'água,,,,Massa d'água,-38.9813 -5.2998
ClimadoBrasil_5000.482,636,Massa d'água,,,,Massa d'água,-36.91329999999999 -5.6624
ClimadoBrasil_5000.483,628,Massa d'água,,,,Massa d'água,-61.83599999999999 -6.036
ClimadoBrasil_5000.484,627,Massa d'água,,,,Massa d'água,-61.8027 -6.1296
ClimadoBrasil_5000.485,624,Massa d'água,,,,Massa d'água,-64.2269 -6.137999999999999
ClimadoBrasil_5000.488,631,Massa d'água,,,,Massa d'água,-44.0575 -6.7073
ClimadoBrasil_5000.489,635,Massa d'água,,,,Massa d'água,-37.9818 -7.029699999999999
ClimadoBrasil_5000.490,626,Massa d'água,,,,Massa d'água,-62.84839999999999 -7.202499999999999
ClimadoBrasil_5000.491,637,Massa d'água,,,,Massa d'água,-36.360699999999994 -7.600899999999999
ClimadoBrasil_5000.492,2943,Massa d'água,,,,Massa d'água,-34.8533 -7.6068999999999996
ClimadoBrasil_5000.493,2926,Massa d'água,,,,Massa d'água,-34.4204 -7.582499999999999
ClimadoBrasil_5000.494,2927,Massa d'água,,,,Massa d'água,-34.4204 -7.582499999999999
ClimadoBrasil_5000.495,638,Massa d'água,,,,Massa d'água,-37.7495 -8.526699999999998
ClimadoBrasil_5000.501,2925,Massa d'água,,,,Massa d'água,-38.699099999999994 -12.649399999999998
ClimadoBrasil_5000.502,641,Massa d'água,,,,Massa d'água,-53.3987 -12.706999999999999
ClimadoBrasil_5000.521,650,Massa d'água,,,,Massa d'água,-51.305299999999995 -20.6449
ClimadoBrasil_5000.496,1709,Massa d'água,,,,Massa d'água,-39.5558 -8.5491
ClimadoBrasil_5000.497,630,Massa d'água,,,,Massa d'água,-63.1711 -9.369499999999999
ClimadoBrasil_5000.498,632,Massa d'água,,,,Massa d'água,-40.258799999999994 -9.0176
ClimadoBrasil_5000.499,639,Massa d'água,,,,Massa d'água,-39.0133 -12.3459
ClimadoBrasil_5000.500,640,Massa d'água,,,,Massa d'água,-53.4206 -12.5902
ClimadoBrasil_5000.508,642,Massa d'água,,,,Massa d'água,-55.9503 -16.103799999999996
ClimadoBrasil_5000.503,2946,Massa d'água,,,,Massa d'água,-35.4602 -15.2067
ClimadoBrasil_5000.504,2929,Massa d'água,,,,Massa d'água,-38.7333 -15.635999999999997
ClimadoBrasil_5000.505,2945,Massa d'água,,,,Massa d'água,-38.5297 -15.589099999999998
ClimadoBrasil_5000.506,1144,Massa d'água,,,,Massa d'água,-47.789199999999994 -15.791299999999998
ClimadoBrasil_5000.507,643,Massa d'água,,,,Massa d'água,-56.1219 -15.8292
ClimadoBrasil_5000.509,2928,Massa d'água,,,,Massa d'água,-30.622 -17.3695
ClimadoBrasil_5000.510,646,Massa d'água,,,,Massa d'água,-58.4662 -16.982699999999998
ClimadoBrasil_5000.511,644,Massa d'água,,,,Massa d'água,-57.8448 -17.476399999999998
ClimadoBrasil_5000.512,645,Massa d'água,,,,Massa d'água,-57.73309999999999 -17.7275
ClimadoBrasil_5000.513,649,Massa d'água,,,,Massa d'água,-48.594699999999996 -18.0282
ClimadoBrasil_5000.514,647,Massa d'água,,,,Massa d'água,-57.5995445509877 -18.08474770532403
ClimadoBrasil_5000.515,652,Massa d'água,,,,Massa d'água,-45.4747 -18.394199999999998
ClimadoBrasil_5000.516,651,Massa d'água,,,,Massa d'água,-50.055699999999995 -18.5538
ClimadoBrasil_5000.520,655,Massa d'água,,,,Massa d'água,-45.934 -20.7049
ClimadoBrasil_5000.522,988,Massa d'água,,,,Massa d'água,-46.1098 -20.9413
ClimadoBrasil_5000.517,648,Massa d'água,,,,Massa d'água,-57.503499999999995 -17.886599999999998
ClimadoBrasil_5000.518,657,Massa d'água,,,,Massa d'água,-48.8752 -20.165499999999998
ClimadoBrasil_5000.519,656,Massa d'água,,,,Massa d'água,-47.0594 -20.341299999999997
ClimadoBrasil_5000.523,966,Massa d'água,,,,Massa d'água,-50.102599999999995 -21.0303
ClimadoBrasil_5000.524,990,Massa d'água,,,,Massa d'água,-44.643299999999996 -21.310699999999997
ClimadoBrasil_5000.525,989,Massa d'água,,,,Massa d'água,-44.568799999999996 -21.3337
ClimadoBrasil_5000.526,653,Massa d'água,,,,Massa d'água,-41.095299999999995 -21.570999999999998
ClimadoBrasil_5000.527,654,Massa d'água,,,,Massa d'água,-41.3448 -21.8937
ClimadoBrasil_5000.528,967,Massa d'água,,,,Massa d'água,-48.642599999999995 -22.483
ClimadoBrasil_5000.529,992,Massa d'água,,,,Massa d'água,-44.5804 -22.521199999999997
ClimadoBrasil_5000.530,659,Massa d'água,,,,Massa d'água,-48.4899 -22.545099999999998
ClimadoBrasil_5000.531,2958,Massa d'água,,,,Massa d'água,-43.235099999999996 -22.693199999999997
ClimadoBrasil_5000.566,676,Massa d'água,,,,Massa d'água,-52.65299999999999 -32.163599999999995
ClimadoBrasil_5000.532,661,Massa d'água,,,,Massa d'água,-50.9934 -22.690899999999996
ClimadoBrasil_5000.533,991,Massa d'água,,,,Massa d'água,-43.9573 -22.717299999999998
ClimadoBrasil_5000.534,995,Massa d'água,,,,Massa d'água,-42.4 -22.861299999999996
ClimadoBrasil_5000.535,994,Massa d'água,,,,Massa d'água,-42.6155 -22.8553
ClimadoBrasil_5000.536,993,Massa d'água,,,,Massa d'água,-42.77519999999999 -22.8751
ClimadoBrasil_5000.537,658,Massa d'água,,,,Massa d'água,-49.21639999999999 -23.1561
ClimadoBrasil_5000.538,985,Massa d'água,,,,Massa d'água,-45.730199999999996 -23.3373
ClimadoBrasil_5000.539,986,Massa d'água,,,,Massa d'água,-45.4259 -23.4363
ClimadoBrasil_5000.540,987,Massa d'água,,,,Massa d'água,-45.950199999999995 -23.5621
ClimadoBrasil_5000.541,660,Massa d'água,,,,Massa d'água,-49.6322 -23.587899999999998
ClimadoBrasil_5000.542,662,Massa d'água,,,,Massa d'água,-46.6551 -23.7495
ClimadoBrasil_5000.543,2944,Massa d'água,,,,Massa d'água,-46.595699999999994 -24.0904
